batting_team,ball_number,total_team_runs,total_team_wickets,striker_ID,bowler_ID,nonstriker_ID,batter_runs,extras_runs,total_delivery_runs,wicket,wicket_type
Windward Islands,1,1,0,32a32368,f9258912,5b61afae,1,0,1,0,
Windward Islands,2,1,0,5b61afae,f9258912,32a32368,0,0,0,0,
Windward Islands,3,2,0,5b61afae,f9258912,32a32368,1,0,1,0,
Windward Islands,4,2,0,32a32368,f9258912,5b61afae,0,0,0,0,
Windward Islands,5,2,0,32a32368,f9258912,5b61afae,0,0,0,0,
Windward Islands,6,3,0,32a32368,f9258912,5b61afae,1,0,1,0,
Windward Islands,7,4,0,32a32368,a49985e6,5b61afae,1,0,1,0,
Windward Islands,8,5,0,5b61afae,a49985e6,32a32368,1,0,1,0,
Windward Islands,9,5,0,32a32368,a49985e6,5b61afae,0,0,0,0,
Windward Islands,10,5,0,32a32368,a49985e6,5b61afae,0,0,0,0,
Windward Islands,11,6,0,32a32368,a49985e6,5b61afae,1,0,1,0,
Windward Islands,12,7,0,5b61afae,a49985e6,32a32368,1,0,1,0,
Windward Islands,13,8,0,5b61afae,f9258912,32a32368,1,0,1,0,
Windward Islands,14,12,0,32a32368,f9258912,5b61afae,4,0,4,0,
Windward Islands,15,16,0,32a32368,f9258912,5b61afae,4,0,4,0,
Windward Islands,16,16,0,32a32368,f9258912,5b61afae,0,0,0,0,
Windward Islands,17,16,0,32a32368,f9258912,5b61afae,0,0,0,0,
Windward Islands,18,16,0,32a32368,f9258912,5b61afae,0,0,0,0,
Windward Islands,19,16,0,5b61afae,a49985e6,32a32368,0,0,0,0,
Windward Islands,20,17,0,5b61afae,a49985e6,32a32368,1,0,1,0,
Windward Islands,21,17,1,32a32368,a49985e6,5b61afae,0,0,0,1,bowled
Windward Islands,22,17,1,7bf606c6,a49985e6,5b61afae,0,0,0,0,
Windward Islands,23,21,1,7bf606c6,a49985e6,5b61afae,4,0,4,0,
Windward Islands,24,21,1,7bf606c6,a49985e6,5b61afae,0,0,0,0,
Windward Islands,25,25,1,5b61afae,321c980e,7bf606c6,4,0,4,0,
Windward Islands,26,25,1,5b61afae,321c980e,7bf606c6,0,0,0,0,
Windward Islands,27,27,1,5b61afae,321c980e,7bf606c6,2,0,2,0,
Windward Islands,28,28,1,5b61afae,321c980e,7bf606c6,1,0,1,0,
Windward Islands,29,29,1,7bf606c6,321c980e,5b61afae,1,0,1,0,
Windward Islands,30,30,1,5b61afae,321c980e,7bf606c6,1,0,1,0,
Windward Islands,31,31,1,5b61afae,2d42b539,7bf606c6,1,0,1,0,
Windward Islands,32,31,1,7bf606c6,2d42b539,5b61afae,0,0,0,0,
Windward Islands,33,31,1,7bf606c6,2d42b539,5b61afae,0,0,0,0,
Windward Islands,34,32,1,7bf606c6,2d42b539,5b61afae,1,0,1,0,
Windward Islands,35,32,2,5b61afae,2d42b539,7bf606c6,0,0,0,1,stumped
Windward Islands,36,32,2,42d9dd09,2d42b539,7bf606c6,0,0,0,0,
Windward Islands,37,32,2,7bf606c6,77851c2d,42d9dd09,0,0,0,0,
Windward Islands,38,33,2,7bf606c6,77851c2d,42d9dd09,1,0,1,0,
Windward Islands,39,34,2,42d9dd09,77851c2d,7bf606c6,1,0,1,0,
Windward Islands,40,35,2,7bf606c6,77851c2d,42d9dd09,1,0,1,0,
Windward Islands,41,37,2,42d9dd09,77851c2d,7bf606c6,2,0,2,0,
Windward Islands,42,41,2,42d9dd09,77851c2d,7bf606c6,4,0,4,0,
Windward Islands,43,43,2,7bf606c6,2d42b539,42d9dd09,2,0,2,0,
Windward Islands,44,44,2,7bf606c6,2d42b539,42d9dd09,1,0,1,0,
Windward Islands,45,45,2,42d9dd09,2d42b539,7bf606c6,1,0,1,0,
Windward Islands,46,46,2,7bf606c6,2d42b539,42d9dd09,1,0,1,0,
Windward Islands,47,47,2,42d9dd09,2d42b539,7bf606c6,1,0,1,0,
Windward Islands,48,48,2,7bf606c6,2d42b539,42d9dd09,1,0,1,0,
Windward Islands,49,48,2,7bf606c6,632fbfbc,42d9dd09,0,0,0,0,
Windward Islands,50,48,2,7bf606c6,632fbfbc,42d9dd09,0,0,0,0,
Windward Islands,51,52,2,7bf606c6,632fbfbc,42d9dd09,4,0,4,0,
Windward Islands,52,52,2,7bf606c6,632fbfbc,42d9dd09,0,0,0,0,
Windward Islands,53,53,2,7bf606c6,632fbfbc,42d9dd09,1,0,1,0,
Windward Islands,54,53,2,42d9dd09,632fbfbc,7bf606c6,0,0,0,0,
Windward Islands,55,54,2,7bf606c6,2d42b539,42d9dd09,1,0,1,0,
Windward Islands,56,58,2,42d9dd09,2d42b539,7bf606c6,4,0,4,0,
Windward Islands,57,58,3,42d9dd09,2d42b539,7bf606c6,0,0,0,1,bowled
Windward Islands,58,59,3,badd245f,2d42b539,7bf606c6,1,0,1,0,
Trinidad and Tobago,1,4,0,77851c2d,5fab5186,fe6d2da9,4,0,4,0,
Trinidad and Tobago,2,8,0,77851c2d,5fab5186,fe6d2da9,4,0,4,0,
Trinidad and Tobago,3,10,0,77851c2d,5fab5186,fe6d2da9,2,0,2,0,
Trinidad and Tobago,4,11,0,77851c2d,5fab5186,fe6d2da9,1,0,1,0,
Trinidad and Tobago,5,12,0,fe6d2da9,5fab5186,77851c2d,1,0,1,0,
Trinidad and Tobago,6,12,0,77851c2d,5fab5186,fe6d2da9,0,0,0,0,
Trinidad and Tobago,7,13,0,fe6d2da9,badd245f,77851c2d,1,0,1,0,
Trinidad and Tobago,8,14,0,77851c2d,badd245f,fe6d2da9,1,0,1,0,
Trinidad and Tobago,9,15,0,fe6d2da9,badd245f,77851c2d,1,0,1,0,
Trinidad and Tobago,10,19,0,77851c2d,badd245f,fe6d2da9,4,0,4,0,
