batting_team,ball_number,total_team_runs,total_team_wickets,striker_ID,bowler_ID,nonstriker_ID,batter_runs,extras_runs,total_delivery_runs,wicket,wicket_type
Windward Islands,1,0,0,336f9577,aeccf5cc,d6164dc0,0,0,0,0,
Windward Islands,2,0,0,336f9577,aeccf5cc,d6164dc0,0,0,0,0,
Windward Islands,3,1,0,336f9577,aeccf5cc,d6164dc0,0,1,1,0,
Windward Islands,4,1,0,d6164dc0,aeccf5cc,336f9577,0,0,0,0,
Windward Islands,5,1,0,d6164dc0,aeccf5cc,336f9577,0,0,0,0,
Windward Islands,6,1,0,d6164dc0,aeccf5cc,336f9577,0,0,0,0,
Windward Islands,7,1,0,336f9577,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,8,1,0,336f9577,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,9,1,0,336f9577,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,10,1,0,336f9577,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,11,1,0,336f9577,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,12,1,0,336f9577,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,13,2,0,d6164dc0,aeccf5cc,336f9577,0,1,1,0,
Windward Islands,14,2,0,d6164dc0,aeccf5cc,336f9577,0,0,0,0,
Windward Islands,15,2,0,d6164dc0,aeccf5cc,336f9577,0,0,0,0,
Windward Islands,16,2,0,d6164dc0,aeccf5cc,336f9577,0,0,0,0,
Windward Islands,17,4,0,d6164dc0,aeccf5cc,336f9577,0,2,2,0,
Windward Islands,18,5,0,d6164dc0,aeccf5cc,336f9577,1,0,1,0,
Windward Islands,19,6,0,336f9577,aeccf5cc,d6164dc0,1,0,1,0,
Windward Islands,20,6,0,336f9577,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,21,6,0,336f9577,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,22,6,0,336f9577,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,23,7,0,336f9577,4b0e3049,d6164dc0,1,0,1,0,
Windward Islands,24,7,0,d6164dc0,4b0e3049,336f9577,0,0,0,0,
Windward Islands,25,7,0,d6164dc0,4b0e3049,336f9577,0,0,0,0,
Windward Islands,26,8,0,336f9577,aeccf5cc,d6164dc0,0,1,1,0,
Windward Islands,27,8,1,336f9577,aeccf5cc,d6164dc0,0,0,0,1,lbw
Windward Islands,28,13,1,42d9dd09,aeccf5cc,d6164dc0,0,5,5,0,
Windward Islands,29,14,1,42d9dd09,aeccf5cc,d6164dc0,0,1,1,0,
Windward Islands,30,15,1,42d9dd09,aeccf5cc,d6164dc0,0,1,1,0,
Windward Islands,31,17,1,42d9dd09,aeccf5cc,d6164dc0,0,2,2,0,
Windward Islands,32,17,1,42d9dd09,aeccf5cc,d6164dc0,0,0,0,0,
Windward Islands,33,17,1,42d9dd09,aeccf5cc,d6164dc0,0,0,0,0,
Windward Islands,34,17,1,42d9dd09,aeccf5cc,d6164dc0,0,0,0,0,
Windward Islands,35,18,1,42d9dd09,aeccf5cc,d6164dc0,1,0,1,0,
Windward Islands,36,18,1,42d9dd09,4b0e3049,d6164dc0,0,0,0,0,
Windward Islands,37,19,1,42d9dd09,4b0e3049,d6164dc0,1,0,1,0,
