batting_team,ball_number,total_team_runs,total_team_wickets,striker_ID,bowler_ID,nonstriker_ID,batter_runs,extras_runs,total_delivery_runs,wicket,wicket_type
Trinidad and Tobago,1,0,0,98d4cb14,a2632c7c,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,2,0,0,98d4cb14,a2632c7c,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,3,0,0,98d4cb14,a2632c7c,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,4,0,0,98d4cb14,a2632c7c,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,5,4,0,98d4cb14,a2632c7c,6d7ca3e6,4,0,4,0,
Trinidad and Tobago,6,5,0,98d4cb14,a2632c7c,6d7ca3e6,1,0,1,0,
Trinidad and Tobago,7,5,0,98d4cb14,5fab5186,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,8,5,0,98d4cb14,5fab5186,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,9,5,0,98d4cb14,5fab5186,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,10,5,0,98d4cb14,5fab5186,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,11,6,0,98d4cb14,5fab5186,6d7ca3e6,1,0,1,0,
Trinidad and Tobago,12,6,0,6d7ca3e6,5fab5186,98d4cb14,0,0,0,0,
Trinidad and Tobago,13,6,0,98d4cb14,a2632c7c,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,14,6,0,98d4cb14,a2632c7c,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,15,6,0,98d4cb14,a2632c7c,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,16,8,0,98d4cb14,a2632c7c,6d7ca3e6,2,0,2,0,
Trinidad and Tobago,17,9,0,98d4cb14,a2632c7c,6d7ca3e6,0,1,1,0,
Trinidad and Tobago,18,10,0,98d4cb14,a2632c7c,6d7ca3e6,1,0,1,0,
Trinidad and Tobago,19,11,0,6d7ca3e6,a2632c7c,98d4cb14,0,1,1,0,
Trinidad and Tobago,20,11,0,6d7ca3e6,5fab5186,98d4cb14,0,0,0,0,
Trinidad and Tobago,21,11,0,6d7ca3e6,5fab5186,98d4cb14,0,0,0,0,
Trinidad and Tobago,22,11,0,6d7ca3e6,5fab5186,98d4cb14,0,0,0,0,
Trinidad and Tobago,23,11,0,6d7ca3e6,5fab5186,98d4cb14,0,0,0,0,
Trinidad and Tobago,24,11,0,6d7ca3e6,5fab5186,98d4cb14,0,0,0,0,
Trinidad and Tobago,25,11,0,6d7ca3e6,5fab5186,98d4cb14,0,0,0,0,
Trinidad and Tobago,26,11,0,98d4cb14,d6164dc0,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,27,11,0,98d4cb14,d6164dc0,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,28,11,0,98d4cb14,d6164dc0,6d7ca3e6,0,0,0,0,
Trinidad and Tobago,29,11,0,98d4cb14,d6164dc0,6d7ca3e6,0,0,0,0,
