batting_team,ball_number,total_team_runs,total_team_wickets,striker_ID,bowler_ID,nonstriker_ID,batter_runs,extras_runs,total_delivery_runs,wicket,wicket_type
Pakistan,1,0,0,86fdf668,7298db76,9ff1e91e,0,0,0,0,
Pakistan,2,1,0,86fdf668,7298db76,9ff1e91e,1,0,1,0,
Pakistan,3,1,0,9ff1e91e,7298db76,86fdf668,0,0,0,0,
Pakistan,4,1,0,9ff1e91e,7298db76,86fdf668,0,0,0,0,
Pakistan,5,1,0,9ff1e91e,7298db76,86fdf668,0,0,0,0,
Pakistan,6,1,1,9ff1e91e,7298db76,86fdf668,0,0,0,1,bowled
Pakistan,7,1,1,86fdf668,201fef33,72c9ad99,0,0,0,0,
Pakistan,8,2,1,86fdf668,201fef33,72c9ad99,1,0,1,0,
Pakistan,9,3,1,72c9ad99,201fef33,86fdf668,1,0,1,0,
Pakistan,10,3,1,86fdf668,201fef33,72c9ad99,0,0,0,0,
Pakistan,11,4,1,86fdf668,201fef33,72c9ad99,1,0,1,0,
Pakistan,12,5,1,72c9ad99,201fef33,86fdf668,1,0,1,0,
Pakistan,13,6,1,72c9ad99,7298db76,86fdf668,1,0,1,0,
Pakistan,14,10,1,86fdf668,7298db76,72c9ad99,4,0,4,0,
Pakistan,15,10,1,86fdf668,7298db76,72c9ad99,0,0,0,0,
Pakistan,16,13,1,86fdf668,7298db76,72c9ad99,0,3,3,0,
Pakistan,17,13,1,86fdf668,7298db76,72c9ad99,0,0,0,0,
Pakistan,18,13,1,86fdf668,7298db76,72c9ad99,0,0,0,0,
Pakistan,19,17,1,86fdf668,7298db76,72c9ad99,4,0,4,0,
Pakistan,20,17,1,72c9ad99,eadc8924,86fdf668,0,0,0,0,
Pakistan,21,17,1,72c9ad99,eadc8924,86fdf668,0,0,0,0,
Pakistan,22,18,1,72c9ad99,eadc8924,86fdf668,1,0,1,0,
Pakistan,23,18,1,86fdf668,eadc8924,72c9ad99,0,0,0,0,
Pakistan,24,18,1,86fdf668,eadc8924,72c9ad99,0,0,0,0,
Pakistan,25,18,1,86fdf668,eadc8924,72c9ad99,0,0,0,0,
Pakistan,26,21,1,72c9ad99,201fef33,86fdf668,0,3,3,0,
Pakistan,27,21,1,72c9ad99,201fef33,86fdf668,0,0,0,0,
Pakistan,28,21,1,72c9ad99,201fef33,86fdf668,0,0,0,0,
Pakistan,29,21,1,72c9ad99,201fef33,86fdf668,0,0,0,0,
Pakistan,30,25,1,72c9ad99,201fef33,86fdf668,4,0,4,0,
Pakistan,31,25,2,72c9ad99,201fef33,86fdf668,0,0,0,1,bowled
Pakistan,32,25,2,821d7d46,201fef33,86fdf668,0,0,0,0,
Pakistan,33,25,2,86fdf668,33946d69,821d7d46,0,0,0,0,
Pakistan,34,27,2,86fdf668,33946d69,821d7d46,2,0,2,0,
Pakistan,35,27,2,86fdf668,33946d69,821d7d46,0,0,0,0,
Pakistan,36,28,2,86fdf668,33946d69,821d7d46,1,0,1,0,
Pakistan,37,28,2,821d7d46,33946d69,86fdf668,0,0,0,0,
Pakistan,38,29,2,821d7d46,33946d69,86fdf668,1,0,1,0,
Pakistan,39,30,2,821d7d46,eadc8924,86fdf668,1,0,1,0,
Pakistan,40,31,2,86fdf668,eadc8924,821d7d46,1,0,1,0,
Pakistan,41,32,2,821d7d46,eadc8924,86fdf668,1,0,1,0,
Pakistan,42,33,2,86fdf668,eadc8924,821d7d46,1,0,1,0,
Pakistan,43,33,3,821d7d46,eadc8924,86fdf668,0,0,0,1,caught
Pakistan,44,34,3,ed840f44,eadc8924,86fdf668,0,1,1,0,
Pakistan,45,34,3,ed840f44,201fef33,86fdf668,0,0,0,0,
Pakistan,46,35,3,ed840f44,201fef33,86fdf668,1,0,1,0,
Pakistan,47,35,3,86fdf668,201fef33,ed840f44,0,0,0,0,
Pakistan,48,35,3,86fdf668,201fef33,ed840f44,0,0,0,0,
Pakistan,49,36,3,86fdf668,201fef33,ed840f44,1,0,1,0,
Pakistan,50,37,3,ed840f44,201fef33,86fdf668,1,0,1,0,
Pakistan,51,39,3,ed840f44,77143581,86fdf668,2,0,2,0,
Pakistan,52,39,3,ed840f44,77143581,86fdf668,0,0,0,0,
Pakistan,53,41,3,ed840f44,77143581,86fdf668,2,0,2,0,
Pakistan,54,41,3,ed840f44,77143581,86fdf668,0,0,0,0,
Pakistan,55,41,3,ed840f44,77143581,86fdf668,0,0,0,0,
Pakistan,56,41,3,ed840f44,77143581,86fdf668,0,0,0,0,
Pakistan,57,41,3,86fdf668,33946d69,ed840f44,0,0,0,0,
Pakistan,58,41,3,86fdf668,33946d69,ed840f44,0,0,0,0,
Pakistan,59,41,4,86fdf668,33946d69,ed840f44,0,0,0,1,stumped
Pakistan,60,41,4,2904b4b6,33946d69,ed840f44,0,0,0,0,
Pakistan,61,41,4,2904b4b6,33946d69,ed840f44,0,0,0,0,
Pakistan,62,41,4,2904b4b6,33946d69,ed840f44,0,0,0,0,
Pakistan,63,41,4,ed840f44,7298db76,2904b4b6,0,0,0,0,
Pakistan,64,41,4,ed840f44,7298db76,2904b4b6,0,0,0,0,
Pakistan,65,41,4,ed840f44,7298db76,2904b4b6,0,0,0,0,
Pakistan,66,42,4,ed840f44,7298db76,2904b4b6,1,0,1,0,
Pakistan,67,43,4,2904b4b6,7298db76,ed840f44,1,0,1,0,
Pakistan,68,47,4,ed840f44,7298db76,2904b4b6,4,0,4,0,
Pakistan,69,47,4,2904b4b6,77143581,ed840f44,0,0,0,0,
Pakistan,70,48,4,2904b4b6,77143581,ed840f44,1,0,1,0,
Pakistan,71,49,4,ed840f44,77143581,2904b4b6,1,0,1,0,
Pakistan,72,50,4,2904b4b6,77143581,ed840f44,1,0,1,0,
Pakistan,73,51,4,ed840f44,77143581,2904b4b6,1,0,1,0,
Pakistan,74,52,4,2904b4b6,77143581,ed840f44,1,0,1,0,
Pakistan,75,52,5,2904b4b6,eadc8924,ed840f44,0,0,0,1,lbw
Pakistan,76,52,5,ea9c54de,eadc8924,ed840f44,0,0,0,0,
Pakistan,77,53,5,ea9c54de,eadc8924,ed840f44,1,0,1,0,
Pakistan,78,54,5,ed840f44,eadc8924,ea9c54de,0,1,1,0,
Pakistan,79,55,5,ed840f44,eadc8924,ea9c54de,1,0,1,0,
Pakistan,80,57,5,ea9c54de,eadc8924,ed840f44,2,0,2,0,
Pakistan,81,58,5,ea9c54de,eadc8924,ed840f44,1,0,1,0,
Pakistan,82,59,5,ea9c54de,77143581,ed840f44,1,0,1,0,
Pakistan,83,61,5,ed840f44,77143581,ea9c54de,2,0,2,0,
Pakistan,84,62,5,ed840f44,77143581,ea9c54de,1,0,1,0,
Pakistan,85,66,5,ea9c54de,77143581,ed840f44,4,0,4,0,
Pakistan,86,70,5,ea9c54de,77143581,ed840f44,4,0,4,0,
Pakistan,87,70,6,ea9c54de,77143581,ed840f44,0,0,0,1,caught
Pakistan,88,70,6,ed840f44,33946d69,0d56e9a5,0,0,0,0,
Pakistan,89,71,6,ed840f44,33946d69,0d56e9a5,1,0,1,0,
Pakistan,90,71,6,0d56e9a5,33946d69,ed840f44,0,0,0,0,
Pakistan,91,71,6,0d56e9a5,33946d69,ed840f44,0,0,0,0,
Pakistan,92,71,7,0d56e9a5,33946d69,ed840f44,0,0,0,1,caught
Pakistan,93,72,7,4cf8708b,33946d69,ed840f44,1,0,1,0,
Pakistan,94,72,7,4cf8708b,7298db76,ed840f44,0,0,0,0,
Pakistan,95,73,7,4cf8708b,7298db76,ed840f44,0,1,1,0,
Pakistan,96,74,7,4cf8708b,7298db76,ed840f44,1,0,1,0,
Pakistan,97,75,7,ed840f44,7298db76,4cf8708b,1,0,1,0,
Pakistan,98,75,7,4cf8708b,7298db76,ed840f44,0,0,0,0,
Pakistan,99,75,7,4cf8708b,7298db76,ed840f44,0,0,0,0,
Pakistan,100,76,7,4cf8708b,7298db76,ed840f44,1,0,1,0,
Pakistan,101,76,7,4cf8708b,77143581,ed840f44,0,0,0,0,
Pakistan,102,76,7,4cf8708b,77143581,ed840f44,0,0,0,0,
Pakistan,103,77,7,4cf8708b,77143581,ed840f44,1,0,1,0,
Pakistan,104,77,7,ed840f44,77143581,4cf8708b,0,0,0,0,
Pakistan,105,78,7,ed840f44,77143581,4cf8708b,1,0,1,0,
Pakistan,106,79,7,4cf8708b,77143581,ed840f44,1,0,1,0,
Pakistan,107,83,7,4cf8708b,201fef33,ed840f44,4,0,4,0,
Pakistan,108,84,7,4cf8708b,201fef33,ed840f44,1,0,1,0,
Pakistan,109,86,7,ed840f44,201fef33,4cf8708b,2,0,2,0,
