batting_team,ball_number,total_team_runs,total_team_wickets,striker_ID,bowler_ID,nonstriker_ID,batter_runs,extras_runs,total_delivery_runs,wicket,wicket_type
Joburg Super Kings,1,0,0,3355b542,9a2fc964,b8cc58c9,0,0,0,0,
Joburg Super Kings,2,0,0,3355b542,9a2fc964,b8cc58c9,0,0,0,0,
Joburg Super Kings,3,0,0,3355b542,9a2fc964,b8cc58c9,0,0,0,0,
Joburg Super Kings,4,0,0,3355b542,9a2fc964,b8cc58c9,0,0,0,0,
Joburg Super Kings,5,0,0,3355b542,9a2fc964,b8cc58c9,0,0,0,0,
Joburg Super Kings,6,0,0,3355b542,9a2fc964,b8cc58c9,0,0,0,0,
Joburg Super Kings,7,0,0,b8cc58c9,f834dcfc,3355b542,0,0,0,0,
Joburg Super Kings,8,4,0,b8cc58c9,f834dcfc,3355b542,4,0,4,0,
Joburg Super Kings,9,4,0,b8cc58c9,f834dcfc,3355b542,0,0,0,0,
Joburg Super Kings,10,4,0,b8cc58c9,f834dcfc,3355b542,0,0,0,0,
Joburg Super Kings,11,4,0,b8cc58c9,f834dcfc,3355b542,0,0,0,0,
Joburg Super Kings,12,4,0,b8cc58c9,f834dcfc,3355b542,0,0,0,0,
Joburg Super Kings,13,4,0,3355b542,9a2fc964,b8cc58c9,0,0,0,0,
Joburg Super Kings,14,4,0,3355b542,9a2fc964,b8cc58c9,0,0,0,0,
Joburg Super Kings,15,6,0,3355b542,9a2fc964,b8cc58c9,2,0,2,0,
Joburg Super Kings,16,7,0,3355b542,9a2fc964,b8cc58c9,1,0,1,0,
Joburg Super Kings,17,7,0,b8cc58c9,9a2fc964,3355b542,0,0,0,0,
Joburg Super Kings,18,7,0,b8cc58c9,9a2fc964,3355b542,0,0,0,0,
Joburg Super Kings,19,7,0,3355b542,529eb9e0,b8cc58c9,0,0,0,0,
Joburg Super Kings,20,11,0,3355b542,529eb9e0,b8cc58c9,4,0,4,0,
Joburg Super Kings,21,11,0,3355b542,529eb9e0,b8cc58c9,0,0,0,0,
Joburg Super Kings,22,12,0,3355b542,529eb9e0,b8cc58c9,1,0,1,0,
Joburg Super Kings,23,13,0,b8cc58c9,529eb9e0,3355b542,1,0,1,0,
Joburg Super Kings,24,17,0,3355b542,529eb9e0,b8cc58c9,4,0,4,0,
Joburg Super Kings,25,17,0,b8cc58c9,9a2fc964,3355b542,0,0,0,0,
Joburg Super Kings,26,17,0,b8cc58c9,9a2fc964,3355b542,0,0,0,0,
Joburg Super Kings,27,17,0,b8cc58c9,9a2fc964,3355b542,0,0,0,0,
Joburg Super Kings,28,18,0,b8cc58c9,9a2fc964,3355b542,1,0,1,0,
Joburg Super Kings,29,18,0,3355b542,9a2fc964,b8cc58c9,0,0,0,0,
Joburg Super Kings,30,19,0,3355b542,9a2fc964,b8cc58c9,1,0,1,0,
Joburg Super Kings,31,23,0,3355b542,f834dcfc,b8cc58c9,4,0,4,0,
Joburg Super Kings,32,23,1,3355b542,f834dcfc,b8cc58c9,0,0,0,1,bowled
Joburg Super Kings,33,23,1,6e6fb538,f834dcfc,b8cc58c9,0,0,0,0,
